FOODID;FOODNAME;LANG
125;Mjöl, mjölblandning, semlemjöl, vetemjöl, rågmjöl, vetekross;SV
126;Mjöl, skorpmjöl;SV
133;Våffelskal, våffelstrut;SV
142;Mjöl, vetemjöl, bageriindustrin, nymalet;SV
150;Mjöl, kornmjöl;SV
151;Korngryn;SV
152;Kornflingor;SV
153;Havreflingor;SV
154;Mjöl, mjölblandning, talkkuna-mjöl, innehåller korn;SV
156;Ris, grötris, klibbigt;SV
158;Fullkornsris;SV
160;Mjöl, hirsgryn/-mjöl;SV
161;Mjöl, bovetegryn/-mjöl;SV
162;Mjöl, potatismjöl/-gryn, potatisstärkelse;SV
163;Flingor, majsflingor, corn flakes;SV
167;Majskorn, torkad;SV
168;Malt för svagdricka/memma;SV
170;Kli, havrekli;SV
172;Pasta, spenatspaghetti, innehåller ägg;SV
173;Havremakaroner, innehåller vete och havre;SV
175;Kross, vetekross av fullkorn;SV
176;Kross, rågkross;SV
177;Ris, naturris, ris-vildrisblandning, kokt utan salt;SV
182;Mjöl, rismjöl/-flingor;SV
183;Mjöl, fullkornsrismjöl;SV
184;Majschips, tacoskal;SV
185;Mjöl, glutenfri mjölblandning, vetestärkelsepreparat;SV
186;Pasta, spaghetti, spenatspaghetti, kokt utan salt;SV
187;Makaroner, kokta, olja;SV
188;Pasta, spaghetti, olja, kokt med salt;SV
189;Mjöl, råg-vetemjölsblandning;SV
190;Havremakaroner, kokta utan salt;SV
191;Havremakaroner, kokt, olja;SV
202;Potatis, torkad;SV
203;Potatischips;SV
204;Potatis, färskpotatis nypotatis;SV
205;Potatis, skalad;SV
206;Potatismospulver, otillrett;SV
207;Pommes frites, djupfryst;SV
209;Potatisflingor;SV
300;Morot;SV
302;Morot, torkad;SV
303;Kålrot;SV
304;Rova;SV
305;Rödbeta;SV
307;Ättiksrödbeta;SV
308;Rädisa;SV
309;Palsternacka;SV
310;Jordärtskocka;SV
311;Rotselleri;SV
312;Svartrot;SV
313;Grönsaksblandning, djupfryst, sopprötter, morot, kålrot, rotselleri, purjolök;SV
320;Vitkål, huvudkål;SV
321;Rödkål;SV
322;Blomkål;SV
324;Broccoli;SV
326;Grönkål, bladkål;SV
327;Rosenkål, brysselkål;SV
329;Kålrabbi;SV
330;Bladsallat, kruksallat, lollo rosso;SV
331;Isbergssallat, frasig, amerikansk sallat;SV
333;Persilja;SV
334;Nässla;SV
335;Lök, gul lök;SV
336;Lök, torkad;SV
337;Purjolök;SV
338;Rabarber;SV
339;Bladselleri;SV
340;Sparris, inlagd;SV
342;Svamp, sopp, kremla;SV
343;Svamp, riska, saltad;SV
344;Svamp, konserv, i ättika;SV
345;Champinjoner;SV
346;Gurka;SV
347;Ättiksgurka, utan tillsatt socker;SV
348;Kryddgurka, sockersaltad;SV
350;Pumpa;SV
351;Sallad, syltad pumpa;SV
352;Tomat;SV
353;Tomatketchup;SV
354;Tomatpuré;SV
355;Paprika, medelvärde;SV
356;Grönsaksblandning, morot, blomkål, ärter, bönor;SV
358;Juice, grönsaksjuice;SV
359;Kinakål;SV
360;Mangold;SV
362;Äggplanta, aubergine;SV
363;Majskorn;SV
364;Trädgårdskrasse;SV
367;Kantarell;SV
368;Stenmurkla;SV
369;Dill, färsk;SV
370;Ärter, gröna, färska;SV
371;Ärter, gröna, torkade;SV
372;Bönor, gröna brytbönor, färska;SV
373;Bönor, bruna/vita, medelvärde;SV
375;Nöt, hasselnöt;SV
376;Nöt, valnöt;SV
377;Kastanjer;SV
378;Nöt, jordnöt;SV
379;Mandel;SV
380;Mjöl, sojamjöl, fet;SV
381;Mjöl, sojamjöl, låg fetthalt;SV
382;Kokosflingor;SV
383;Nöt, saltad;SV
384;Groddar, medelvärde, alfalfa, mungbönor;SV
385;Sesamfrön, med skal;SV
386;Paprika, röd;SV
387;Paprika, grön;SV
388;Paprika, gul;SV
389;Squash, zucchini;SV
390;Juice, tomatjuice;SV
391;Sojabönor, torkade;SV
392;Gräslök;SV
393;Vitlök;SV
394;Sallad, gurksallad, gurkpickels, gurkrelish;SV
395;Bönor, vita, kokta;SV
396;Grönsaksblandning, djupfryst, ärter-majs-paprika;SV
398;Krossade tomater;SV
399;Linser, gröna/bruna, torkade;SV
401;Äpple, torkat;SV
408;Aprikos, i sockerlag;SV
409;Aprikos, torkad;SV
411;Persika, konserv i sockerlag;SV
412;Persika, torkad;SV
417;Ananas, konserv, i sockerlag;SV
423;Vindruvor, medelvärde, kärnfria, gröna/mörka;SV
427;Blandad frukt, torkad;SV
428;Russin;SV
431;Oliv, medelvärde, vägd med kärna, i olja, grön/svart;SV
432;Fruktsallad, konserv, i sockerlag;SV
433;Juice, äppeljuice, vitamin c;SV
434;Juice, apelsinjuice, vitamin c;SV
435;Juice, grapejuice, vitamin c;SV
436;Juice, vitamin c, medelvärde;SV
437;Juice, citronjuice, utspädd;SV
438;Juice, ananasjuice, vitamin c;SV
440;Lingon;SV
441;Tranbär;SV
442;Blåbär, skogsblåbär;SV
444;Svart vinbär;SV
445;Rött vinbär;SV
446;Krusbär;SV
447;Jordgubbe;SV
448;Hallon;SV
449;Hjortron;SV
450;Bärsylt, medelvärde;SV
451;Saft, ångad, outspädd, sockrad;SV
452;Saft, ångad, svartvinbärssaft, outspädd, sockrad;SV
453;Saft, ångad, outspädd, sockerfri;SV
454;Bär, medelvärde;SV
455;Havtorn;SV
456;Bärmarmelad;SV
457;Rönnbär;SV
458;Saft, svartvinbärs-lingondryck;SV
459;Saft, lingonsaft, outspädd;SV
461;Saft, ångad, utspädd, sockrad;SV
462;Saft, ångad, svartvinbärssaft, utspädd, sockrad;SV
463;Saft, ångad, utspädd, sockerfri;SV
469;Juice, fem frukters juice, vitamin c;SV
471;Ananas, konserv, i egen juice;SV
472;Äppelmos, osötat;SV
473;Fruktdryck, nektar, frukthalt 50 %;SV
474;Juice, bärjuice, osötad;SV
476;Sylt, sötad med fruktos;SV
477;Melon, nätmelon, cantaloupe, skalad;SV
478;Bärjuice, nektar, bärhalt 50 %;SV
500;Smör;SV
501;Matfettsblandning 80 %;SV
528;Flottyr 100 %;SV
529;Industrimargarin 80 %, kavling;SV
530;Bageriindustrimargarin 80 %, bakning;SV
531;Matolja för livsmedelindustri, 70 % rypsölja, 30 % palmolja;SV
535;Rypsolja;SV
536;Olivolja;SV
537;Jordnötolja;SV
540;Solrosolja;SV
541;Matolja, medelvärde, 87 % ryps-, 8 % solros- och 5 % olivolja;SV
542;Sojaolja;SV
543;Majsolja;SV
550;Stekfett, ister;SV
552;Kokosfett 100 %;SV
553;Talg, rått nötfett;SV
562;Majonnäs, hamburgaredressing, 60 % fett;SV
563;Salladsdressing, fransk;SV
565;Matfettsblandning 40 %, låg salt- och laktoshalt, kevyt levi;SV
568;Margarin 60 %, rainbow/pirkka/eldorado/k-menu;SV
570;Matfettsblandning 40 %, låg laktoshalt, kevyt levi;SV
572;Margarin 40 %, lätta;SV
576;Smör, osaltat;SV
578;Majonnäs, 27-33 % fett;SV
579;Salladsdressing, fett <17 %, låg fetthalt;SV
585;Smör, kraftigt saltat;SV
586;Matfettsblandning 80 %, hög salthalt;SV
593;Bakmargarin 80 %, pirkka/rainbow;SV
597;Matfettsblandning 75 %, medelvärde av industriella produkter;SV
598;Smörolja 100%, mjölkfett;SV
599;Vegetabilisk matfett 32%, benecol lätt;SV
600;Mjölk, gårdsmjölk, råmjölk, 4,4 % fett, utan tillsatt vitamin d;SV
602;Råmjölk, colostrum;SV
604;Mjölk, getmjölk;SV
606;Mjölk, fettfri, 1 ug vitamin d;SV
611;Surmjölk, hushållssurmjölk, 0,8 % fett, 1 ug vitamin d;SV
612;Surmjölk, fettfri, 1 ug vitamin d;SV
613;Surmjölk, kärnmjölk, 0,3 % fett, 1 ug vitamin d;SV
615;Gräddfil, 10-12 % fett;SV
616;Surmjölk, acidophilus-surmjölk, 2,5 % fett, 1 ug vitamin d, probiotika;SV
617;Fil, naturellt, 3,5 % fett;SV
618;Fil, naturellt, lättfil, 2 % fett;SV
619;Yoghurt, naturell, 2,5 % fett, låg laktoshalt;SV
622;Kvarg, naturell, <0,5 % fett;SV
627;Mjölk, ettans mjölk , 1 ug vitamin d;SV
628;Crème fraiche, 28 % fett;SV
629;Grädde, vispgrädde, 38 % fett, låg laktoshalt, ultrapastöriserad;SV
630;Smetana, ca 40 % fett;SV
631;Grädde, vispgrädde, 38 % fett;SV
632;Matlagningsgrädde, 19 % fett, kaffegrädde;SV
633;Grädde, kaffegrädde, lättgrädde, 10 % fett, låg laktoshalt;SV
635;Grynost, fettfri, låg laktoshalt;SV
636;Fil med sylt, ettans fil, 1 % fett, låg laktoshalt;SV
637;Yoghurt, naturell, fettfri, låg laktoshalt, 0,5 ug vitamin d;SV
639;Yoghurt, smaksatt, fettfri;SV
640;Ost, vitmögelost, 26-30 % fett, camembert/brie;SV
641;Ost, gräddost, 30 % fett, turunmaa/oltermanni/korsholm/masurkka;SV
642;Ost, emmentalost, 27-30 % fett, rödstämplad;SV
643;Ost, hård småhålig ost, 24-27 % fett, edam;SV
644;Ost, halvhård ost, 9-11 % fett, lätt, edam/kadett;SV
645;Ost, getost, 20-25 % fett, hård ost;SV
647;Smältost, 20-24 % fett, medelfet;SV
648;Smältost, 27-35 % fett, helfet;SV
649;Grynost, 2-5 % fett;SV
650;Ost, hemost, 9-14 % fett, bondost;SV
653;Ost, blåmögelost, 27-30 % fett, aura/danazole, medelvärde;SV
654;Ost, gouda/salaneuvos, medelvärde, 28-30 % fett;SV
655;Ost, halvhård ost, 25-35 % fett, lappi/polar/småland/billinge/rustholli;SV
657;Ost, brödost, 17-23 % fett;SV
658;Färskost, 36-44 % fett, helfet, kasakka/musta-pekka;SV
659;Smältost, 9-12 % fett, fettsnål;SV
661;Glass, mjukglass, soft ice med våffel;SV
663;Glass, gräddglass;SV
664;Glass, gräddglasspinne med chokladöverdrag, medelvärde;SV
665;Glass, gräddglasstrut;SV
666;Glass, mjölkglass;SV
667;Glass, sockerfri, syntetiskt sötad, 6,5 % fett;SV
668;Glass, gräddglass, > 12 % fett, medelvärde;SV
669;Glass, fettfri;SV
672;Mjölkpulver, fettfritt;SV
675;Mjölk, lättmjölk, låg laktoshalt, 1 ug vitamin d;SV
680;Fil, naturellt, 1 % fett, ettans fil;SV
682;Färskost, 30 % fett, smaksatt, creme bonjour/cantadou;SV
684;Mjölk, lättmjölk, 1 ug vitamin d;SV
685;Yoghurt, smaksatt, fettfri, delvis syntetiskt sötad, medelvärde;SV
686;Yoghurt, smaksatt, 7 % fett;SV
687;Yoghurt, matlagningsyoghurt, 6-8 % fett, låg laktoshalt;SV
689;Mjölk, helmjölk, 1 ug vitamin d;SV
690;Ost, salladost, 18 % fett, av komjölk, i saltlag;SV
691;Ost, emmentalost, 27-30 % fett, storhålig, blåstämplad/gruyere;SV
698;Ost, cheddar, 34 % fett;SV
699;Matlagningsgrädde, vegetabilisk fettblandning, 15 % fett;SV
701;Svinkropp, medelfet;SV
703;Griskotlett/rygg, tjockt fettlager;SV
704;Skinka, med fläsk;SV
705;Grisbog;SV
706;Sidfläsk av gris;SV
707;Bacon, fet;SV
708;Ryggfläsk av gris, späck;SV
709;Grislägg;SV
711;Köttfärs, gris-nöt;SV
712;Köttfärs, nötfärs, låg fetthalt, 7 % fett;SV
713;Griskött, medelvärde;SV
714;Nötkött, fett, medelvärde;SV
716;Nötkropp, medelfet, 13 % fett;SV
718;Nötstek;SV
719;Nötbog/högrev, soppkött av nöt;SV
720;Nötlägg;SV
721;Nötbringa;SV
722;Nöt, yttre filé;SV
723;Kållapp;SV
726;Kalvstek, rå;SV
730;Lammkött, låg fetthalt;SV
731;Lammkött, fett;SV
732;Lammstek, rå;SV
734;Renkött;SV
735;Älgkött;SV
736;Hare;SV
737;Kanin;SV
741;Köttkonserv, nötkött;SV
743;Köttkonserv, gris-nöt;SV
747;Aladåb på kött;SV
748;Grisstek, låg fetthalt;SV
750;Höna;SV
751;Kyckling, hel, med skinn, rå;SV
752;Kalkon med skinn;SV
753;Skogsfågel;SV
754;Kyckling, strimlad;SV
775;Pålägg av helt kött, bastupalvad skinka, 6 % fett;SV
776;Pålägg av helt kött, pålägg av nötkött, 2,8 % fett;SV
779;Pålägg av helt kött, kokt skinka, 3 % fett;SV
786;Lever, nöt;SV
787;Lever, gris;SV
788;Lever, kyckling;SV
789;Lever, ren;SV
790;Lever, medelvärde;SV
791;Njure;SV
792;Hjärta, nöt;SV
793;Tunga, nöt;SV
794;Blod;SV
797;Pålägg av helt kött, renpålägg, kallrökt;SV
799;Pålägg av helt kött, skinkpålägg, låg fetthalt, 3 % fett;SV
800;Strömming, färsk, östersjön;SV
801;Strömming, saltad, östersjön;SV
802;Strömming, rökt, östersjön;SV
803;Sill, saltad i tunna;SV
804;Torsk;SV
805;Gös;SV
806;Rödfisk, rökt;SV
807;Hälleflundra, rökt;SV
809;Mujka, insjö;SV
810;Mujka, insjö, saltad;SV
811;Mujka, insjö, rökt;SV
812;Abborre;SV
813;Gädda;SV
814;Braxen;SV
815;Sik;SV
816;Sik, rökt;SV
817;Lax, hel;SV
818;Lax, gravad;SV
819;Lake;SV
820;Flundra;SV
821;Ål;SV
822;Regnbågslax, hel, medelvärde;SV
823;Öring;SV
824;Fisk, medelvärde, strömming/mujka/abborre/gädda;SV
825;Nejonöga, rökt;SV
826;Sej, djupfryst;SV
828;Tonfisk, i olja;SV
829;Ansjovis;SV
830;Lax, konserv, i olja;SV
831;Sardin, medelvärde, i olja och tomatsås;SV
832;Romkaviar, mörk störrom;SV
833;Romkräm;SV
834;Blåmussla, i vatten;SV
835;Räka;SV
836;Kräfta;SV
837;Sill, krydd-/saltsill, medelvärde;SV
838;Strömming, krydd-/saltströmming, medelvärde;SV
844;Braxen, rökt;SV
845;Mört;SV
846;Rödfisk, djupfryst;SV
848;Regnbågslaxfilé, hav;SV
851;Äggula, 34 % av äggmassan;SV
852;Äggvita, 66 % av äggmassan;SV
855;Vaktelägg;SV
856;Fisk, rökt, medelvärde, fettsnål;SV
857;Fisk, rökt, medelvärde, fet;SV
858;Ägg, utan skal;SV
859;Sill i vitlöks-/senapssås;SV
860;Strömming i dillsås/senapssås;SV
862;Tonfisk;SV
863;Ostron, vägda med skal;SV
864;Snigel;SV
865;Bläckfisk;SV
866;Hummer;SV
870;Regnbågslaxfilé, gravad;SV
871;Laxfilé;SV
900;Kaffe, kaffedryck, medelvärde;SV
901;Te;SV
902;Öl, mellanöl, 4,5 vol-% alkohol;SV
903;Öl, a-öl, 5- 5,5 vol-% alkohol;SV
904;Vin, medelvärde, 8-15 vol-% alkohol;SV
905;Starkvin, sött, bitter, sherry, vermouth, madeira, fruktvin;SV
906;Starksprit, vodka, gin;SV
907;Konjak/rom/whiskey, 40 vol-% alkohol;SV
908;Likör, 20-30 vol-% alkohol;SV
909;Gin long drink, 5,5 vol-% alkohol;SV
910;Läskedryck;SV
911;Cider söt, <3 vol-% alkohol;SV
912;Mjöd;SV
913;Öl, i-öl, <2,8 vol-% alkohol;SV
914;Svagdricka;SV
915;Mineralvatten;SV
917;Te, citrontepulver, otillredd, snabbte, sötat med socker;SV
920;Läskedryck, sockerfri, light;SV
921;Mineralvatten, låg natriumhalt;SV
922;Vatten, kranvatten;SV
923;Te, örtte;SV
924;Rödvin;SV
925;Vitt vin, torrt;SV
926;Vitt vin, sött;SV
928;Läskedryck, coladryck, medelvärde;SV
929;Vinäger, vinättika;SV
930;Kaffe, filterkaffe;SV
931;Kaffe, pannkaffe;SV
932;Kaffe, cappuccino, osötad, helmjölk;SV
933;Starkspritsättika;SV
934;Honungs-äppelvinäger;SV
936;Svagt vin, 4-5 vol-% alkohol;SV
937;Tee, grönt te;SV
938;Läskedryck, delvis syntetiskt sötad;SV
939;Cider, söt, 4,7 vol-% alkohol;SV
940;Öl, starkt, 7,5- 8 vol-% alkohol;SV
941;Läskedryck, coladryck light, delvis syntetiskt sötad;SV
942;Gräddlikör, 15-17 vol-% alkohol;SV
943;Campari med juice, bitterdrink;SV
944;Irish coffee kaffedryck, 8 vol-% alkohol;SV
945;Vinglögg;SV
946;Stärkelsesirap, glukossirap;SV
947;Alkoholdryck, tomatjuice med vodka, bloody mary;SV
948;Rom-coladryck;SV
949;Screwdriver, juicevodka;SV
950;Gin tonic, 4 vol-% alkohol;SV
951;Tom collins gindrink;SV
952;Alkoholdryck, gindrink, dry martini;SV
953;Äggtoddy;SV
1000;Rågvälling, vatten, rågmjöl, salt;SV
1001;Rågvälling, saft, rågmjöl, salt;SV
1002;Råggröt, vatten, rågmjöl, salt;SV
1003;Råggröt, mjölk, rågmjöl, salt;SV
1005;Råg-potatisgröt, vatten, salt;SV
1006;Råg-bärgröt;SV
1007;Råggröt, rågmjöl, lingon, utan socker, salt;SV
1009;Rågbröd, traditionellt, vatten, rågmjöl;SV
1011;Blandbröd, sötsurt bröd, surmjölk, vete-, rågmjöl;SV
1013;Karelsk pirog, traditionell, penslad, ris, rågveteskal;SV
1014;Potatispirog, rågskal;SV
1015;Bärpirog med råg, mosade bär, rågskal;SV
1017;Flottyrkokt pirog, ris, ägg, rågskal;SV
1022;Brödgröt, vatten, lingon, mannagryn, rågbröd, socker, salt;SV
1023;Memma;SV
1025;Rågflingsvälling, mjölk, salt;SV
1026;Rågflingsgröt, vatten, salt;SV
1027;Rågflingsgröt, mjölk, salt;SV
1028;Fyrkornsvälling, mjölk, salt;SV
1030;Fyrkornsgröt, mjölk, salt;SV
1031;Vetetortilla, burrito, wrap, grönsaksfyllning;SV
1032;Kruskagröt, vatten, russin, salt;SV
1033;Vetetortilla, burrito, wrap, köttfärsfyllning;SV
1035;Vetetortilla, burrito, wrap, kycklingfyllning;SV
1036;Rågbröd, råg 51 %;SV
1056;Ljust bröd, pitabröd;SV
1100;Vetevälling, mjölk, vetemjöl, socker, salt;SV
1101;Äggvälling, mjölk, socker, salt;SV
1104;Vetemjölsgröt, lättmjölk, socker, salt;SV
1107;Ljust bröd, franskbröd, lättmjölk, vetemjöl;SV
1108;Ljust bröd, vetesemla, lättmjölk;SV
1111;Blandbröd, rieska, lättmjölk, vete-, rågmjöl;SV
1132;Wienerbröd, lättmjölk, hög fetthalt, 20 % fett;SV
1139;Munk, lättmjölk, hembakad;SV
1150;Sockerkringla, lättmjölk;SV
1160;Tårtbotten, sockerfri;SV
1161;Bärpaj, jästdegsbotten, lättmjölk;SV
1162;Bärpaj, jästdegsbotten på fettfri mjölk;SV
1163;Bärpaj, jästdegsbotten på helmjölk;SV
1164;Syltpaj, jästdegsbotten, lättmjölk;SV
1165;Syltpaj, jästdegsbotten på fettfri mjölk;SV
1170;Äppelpaj, jästdegsbotten på lättmjölk;SV
1173;Kvargpaj, jästdegsbotten, lättmjölk;SV
1179;Bärpaj, mördegsbotten;SV
1180;Bärpaj, mördegsbotten, gräddfilsfyllning;SV
1181;Syltpaj, mördegsbotten;SV
1182;Rabarberpaj, mördegsbotten;SV
1183;Äppelpaj, mördegsbotten;SV
1184;Kvargpaj, mördegsbotten;SV
1185;Äppelkvargpaj, mördegsbotten;SV
1193;Rulltårts-/tårtbotten, sockerfri;SV
1202;Torrkaka, toscakaka;SV
1204;Tårta, bär-gräddtårta;SV
1206;Tårta, kinuski-gräddtårta;SV
1207;Tårta, krämtårta;SV
1208;Tårta, frukt-gräddtårta, gelatinöverdrag;SV
1218;Morotspirog, smördeg;SV
1220;Svamppirog, smördeg;SV
1221;Grönsakspaj, grönsaker, ost, mördegsbotten;SV
1223;Plätt, lättmjölk;SV
1228;Blini på lättmjölk, kornmjöl;SV
1231;Pannkaka, lättmjölk;SV
1239;Mjölksås, lättmjölk, fett-mjölavredning;SV
1242;Mjölksås på lättmjölk, mjölavredning;SV
1243;Ljus sås på köttbuljong, mjölavredning;SV
1244;Brunsås, fett-mjölavredning;SV
1245;Steksås, grädde;SV
1246;Hollandaisesås, fett, äggula, vetemjöl;SV
1247;Äggsås, lättmjölk, fett-mjölavredning;SV
1253;Pudding, plommonpudding;SV
1258;Fattiga riddare, lättmjölk, utan grädde, utan sylt;SV
1262;Himlamat, grädde, sylt, småbröd;SV
1265;Grahamvälling, mjölk, salt;SV
1266;Grahamgröt, vatten, salt;SV
1268;Grahamsgröt med bär, vatten, lingon, socker, salt;SV
1269;Blandbröd, grahambröd, lättmjölk, grahammjöl;SV
1270;Blandbröd, grahamsemla, lättmjölk, graham-, vetemjöl;SV
1276;Mannagrynsvälling, mjölk, salt;SV
1277;Mannagrynsgröt, mjölk, salt;SV
1278;Mannabärgröt, vispad, lingon;SV
1279;Mannabärgröt, vispad, lingon, utan socker, salt;SV
1280;Manna-aprikosgröt, vispad, socker, utan salt;SV
1281;Mannachokladgröt, mjölk, socker, utan salt;SV
1283;Mannagrynsvälling, mörk, mjölk, salt;SV
1284;Mannagrynsgröt, mörk, vatten, salt;SV
1285;Mannagrynsgröt, mörk, mjölk, salt;SV
1286;Veteflingsvälling, mjölk, salt;SV
1287;Veteflingsvälling, vatten, salt;SV
1288;Veteflingsgröt, mjölk, salt;SV
1289;Makaronivälling, mjölk, salt;SV
1290;Makaronigröt, mjölk, salt;SV
1291;Makaronilåda, lättmjölk, utan kött;SV
1294;Makaroni, stekt;SV
1295;Ljust bröd, jästbröd, vatten, jästbrödsmjöl;SV
1297;Blandbröd, surmjölkslimpa, surmjölk, vete-, jästbrödsmjöl;SV
1298;Blandbröd, morotssemla, lättmjölk, jästbröds-, semlemjöl;SV
1301;Blandbröd, semla, lättmjölk, semlemjöl;SV
1305;Bärpaj, mördegs-/jästdegsbotten, medelvärde;SV
1307;Bulle, örfil, hög fetthalt, på lättmjölk;SV
1309;Ljust bröd, batong/franskbröd, vatten, vetemjöl, industriell;SV
1320;Blandbröd, bovetebröd, vatten, bovetemjöl, naturligt glutenfritt;SV
1326;Rulltårta, glutenfri;SV
1330;Rågbröd, rågjästbröd, vatten, råg-, jästbrödsmjöl;SV
1331;Rågbröd, vatten, råg-, jästbrödsmjöl, industriell;SV
1336;Blandbröd, grahambröd, vatten, jästbröds-, grahammjöl;SV
1337;Blandbröd, grahambröd, lättmjölk, jästbröds-, grahammjöl;SV
1338;Rågbröd, rågkrossbröd med potatis, ruispalat;SV
1340;Blandbröd, fröbröd, vatten, vetemjöl, vetekross, sesam-/linfrö;SV
1341;Blandbröd, krossbröd, vatten, vetemjöl, råg-, vetekross, havreflingor;SV
1342;Rågbröd, mörkt fullkornsbröd, låg salthalt;SV
1343;Bärpaj, mjuk, grundpaj av blandbär;SV
1344;Bärpaj, sötad med fruktos, mjuk;SV
1347;Jultårta, plommonfyllning;SV
1348;Mysli med frukt;SV
1370;Ris, kokt utan salt;SV
1372;Makaroner, kokta med salt;SV
1373;Pasta, spaghetti, kokt med salt;SV
1374;Makaroner, mörka, kokta, salt;SV
1375;Råg- och risblandning, kokt med salt;SV
1376;Ris, långkornigt, kokt med salt;SV
1377;Fullkornsris, kokt utan salt;SV
1378;Ris, naturris ris-vildrisblandning, kokt med salt;SV
1379;Ris, kokt med salt;SV
1389;Råg-, vete- och potatisdeg;SV
1416;Rågbröd, maltbröd, skärgårdsbröd med råg;SV
1445;Fylld batong, tomat, paprika, ost, sallat, lök;SV
1448;Tomatsalsa;SV
1450;Rödvinssås;SV
1461;Ostgiffel, jästdeg;SV
1500;Kornmjölsvälling, mjölk, salt;SV
1501;Kornmjölsgröt, vatten, salt;SV
1502;Blandbröd, kornbröd, lättmjölk, jästbröds-, kornmjöl, havreflingor;SV
1503;Blandbröd, korn-potatisrieska, vatten, kornmjöl, hembakat;SV
1504;Korngrynsvälling, mjölk, salt;SV
1505;Korngrynsgröt, mjölk, salt;SV
1506;Korngrynsgröt, vatten, lingon, socker, salt;SV
1507;Blandbröd, tunnbröd, korngrynsrieska, surmjölk;SV
1509;Kornflingsgröt, vatten, salt;SV
1510;Kornflingsgröt, mjölk, salt;SV
1511;Havrevälling, vatten, salt;SV
1512;Havrevälling, mjölk, salt;SV
1513;Havregrynsgröt, vatten, salt;SV
1514;Havregrynsgröt, lättmjölk, salt;SV
1516;Plommonsoppa med havreflingor;SV
1518;Havregrynsgröt med katrinplommon, vatten, socker, salt;SV
1520;Blandbröd, havrebröd, lättmjölk, vetemjöl, havreflingor;SV
1521;Blandbröd, havresemla, lättmjölk, jästbrödsmjöl, havreflingor;SV
1524;Kex, havreflarn, innehåller vete;SV
1526;Bovetegröt, vatten, salt;SV
1527;Surmjölk med mjöl av korn, havre och ärter;SV
1530;Risgrynsgröt med rabarber, vatten, socker;SV
1531;Äppelrisgrynsgröt, vatten, socker;SV
1532;Aprikosrisgrynsgröt, vatten, socker;SV
1537;Dessertbas av ris och grädde;SV
1538;Plommon-risdessert;SV
1541;Hirsgröt, vatten, salt;SV
1542;Hirsgröt, mjölk, salt;SV
1543;Bovetevälling, mjölk, salt;SV
1544;Bovetevälling, vatten, salt;SV
1545;Bovetegröt, mjölk, salt;SV
1546;Potatisgrynsvälling, mjölk, salt;SV
1547;Potatisgrynsgröt, mjölk, salt;SV
1548;Majsvälling, mjölk, salt;SV
1549;Pudding, majspudding, lättmjölk;SV
1552;Popcorn, matolja;SV
1554;Ostsnacks;SV
1556;Blandbröd, semla, vatten, semlemjöl;SV
1559;Risgrynsgröt, mjölk, helkornsris, salt;SV
1560;Ris, långkornigt, i köttbuljong, kokt;SV
1561;Havregrynsgröt, vatten, utan salt;SV
1562;Veteflingsgröt, vatten, utan salt;SV
1563;Rågflingsgröt, vatten, utan salt;SV
1564;Fyrkornsgröt, vatten, utan salt;SV
1565;Risflingsgröt, mjölk, utan salt;SV
1566;Risflingsgröt, vatten, utan salt;SV
