THSCODE;DESCRIPT;LANG
G;gram;EN
KCAL;kilocalorie;EN
KG;kilogram;EN
KJ;kilojoule;EN
L;litre;EN
MG;milligram;EN
ML;millilitre;EN
MMOL;millimol;EN
NG;nanogram;EN
R;ratio;EN
UG;microgram;EN
UL;microliter;EN
