FOODID;FOODNAME;LANG
7641;LENKKIMAKKARA, PAISTETTU ILMAN RASVAA;FI
7643;NAKKI, PAISTETTU ILMAN RASVAA;FI
7647;RYYNIMAKKARA, PAISTETTU ILMAN RASVAA;FI
7850;MAKSA, KEITETTY, SUOLAA;FI
7851;MAKSAPAISTI;FI
7852;MAKSAPIHVI, LEIVITETTY;FI
7853;JAUHEMAKSAPIHVI, MAKSA, PERUNA, SIPULI;FI
7854;PORONMAKSAPIHVI;FI
7855;MAKSAKASTIKE, MAKSA KESKIARVO, RUOANVALMISTUSKERMAA;FI
7856;MAKSAKASTIKE, BROILERINMAKSA, RUOANVALMISTUSKERMAA;FI
7857;MAKSAKASTIKE, JAUHEMAKSAKASTIKE, RUSKEA KASTIKE, RASVAA;FI
7863;MAKSAPATA, MAKSA, PERUNA;FI
7865;MUNUAINEN, KEITETTY, SUOLAA;FI
7866;MUNUAINEN, PAISTETTU, VEHNÄJAUHOA;FI
7867;MUNUAISKASTIKE, RUOANVALMISTUSKERMAA;FI
7869;KIELI, NAUDAN, KEITETTY, SUOLAA;FI
7871;VERIOHUKAINEN;FI
7876;MAKSALAATIKKO, KEVYTMAITO;FI
8000;KALA, KESKIARVO, KEITETTY, SUOLAA;FI
8001;LIPEÄKALA;FI
8002;KALA, KESKIARVO, GRILLATTU/HIILLOSTETTU/PARILOITU;FI
8003;UUNIKALA, LEIVITETTY;FI
8004;UUNIHAUKI, TÄYTETTY, LUUMU, RIISI, MUNA, KORPPUJAUHO;FI
8005;UUNISILAKKA, SILAKKAFILEE, KERMA, KORPPUJAUHO;FI
8006;KALA, KESKIARVO, PAISTETTU, LEIVITETTY;FI
8007;SILAKKA, LEIVITETTY, PAISTETTU;FI
8008;MUIKKU, PAISTETTU;FI
8009;AHVEN, PAISTETTU, LEIVITETTY;FI
8010;HAUKI, PAISTETTU, LEIVITETTY;FI
8011;SIIKA, PAISTETTU, LEIVITETTY;FI
8012;LOHI, LEIVITETTY, PAISTETTU;FI
8013;KAMPELA, PAISTETTU;FI
8014;PAKASTEKALA, LEIVITETTY, PAISTETTU, SEITI;FI
8017;KALAPYÖRYKKÄ, PAISTETTU;FI
8018;KALAPYÖRYKKÄ, KEITETTY;FI
8019;KALAMUREKE, MAITO;FI
8020;KALAKEITTO, TUORE KALA, MAITO;FI
8021;KALAKEITTO, PAKASTESEITI, KEVYTMAITO;FI
8022;KALAKEITTO, KIRKAS;FI
8023;KALAKEITTO, VENÄLÄINEN, SELJANKA;FI
8024;KALAKEITTO, KESKIARVOKALA, PERUNA, KEITTOJUUREKSET, VESI;FI
8029;KALAKASTIKE, MADEMUHENNOS;FI
8030;PERUNALAATIKKO, SILAKKALAATIKKO, KEVYTMAITO;FI
8031;PERUNALAATIKKO, KALA-PERUNALAATIKKO, KEVYTMAITO;FI
8032;KALA-RIISILAATIKKO, KESKIARVOKALA, MUNAMAITO, KERMAA;FI
8033;PERUNALAATIKKO, JANSSONINKIUSAUS, RUOANVALMISTUSKERMA;FI
8034;MAKARONILAATIKKO, KALA-MAKARONILAATIKKO, KEVYTMAITO, KESKIARVO;FI
8035;KALA-PINAATTIVUOKA, SEITI, KEVYTMAITO;FI
8038;KALA-KASVISPAISTOS, TUORE KALA, MAITO, SEKAVIHANNEKSET, MUNA;FI
8039;KALA-PERUNAPATA;FI
8041;TOMAATTISILAKKA;FI
8042;HOMBURGIN HAUKI, KERMASSA;FI
8043;UUNIKALA SEITI, VALKOKASTIKE, JUUSTO, KEVYTMAITO, KORPPUJAUHO;FI
8046;KALA-KASVISPAISTOS, SEITI, SEKAVIHANNEKSET, SULATEJUUSTO, MAITO;FI
8047;ATERIASALAATTI, TONNIKALASALAATTI, PERUNA, EI KASTIKETTA;FI
8048;ATERIASALAATTI, SAVUKALASALAATTI, LEHTISALAATTI-MUNA, EI KASTIKETTA;FI
8050;ATERIASALAATTI, SAVUKALASALAATTI, RUOHOSIPULI-PERUNA-PUNAJUURI, EI KASTIKETTA;FI
8051;ATERIASALAATTI, SAVUKALASALAATTI, RAEJUUSTO-HERNE, EI KASTIKETTA;FI
8053;ATERIASALAATTI, ÄYRIÄIS-HERKKUSIENI, EI KASTIKETTA;FI
8060;KALAKEITTO, LOHIKEITTO, MAITO;FI
8062;KALAKEITTO, KIRJOLOHIKEITTO, MAITO;FI
8063;KIRJOLOHI, LEIVITETTY, PAISTETTU;FI
8064;SILAKKAPIHVI;FI
8065;ATERIASALAATTI, TONNIKALASALAATTI, RIISI, EI KASTIKETTA;FI
8068;SILAKKA, KEITETTY;FI
8069;KALAKASTIKE, TONNIKALAKASTIKE, LIHALIEMI, KERMA;FI
8070;KALAKASTIKE, KATKARAPUKASTIKE, KERMAINEN;FI
8071;ATERIASALAATTI, KATKARAPUSALAATTI, KERMAVIILIKASTIKE;FI
8072;KALAPIIRAKKA, MUROPOHJA, KERMAVIILI;FI
8073;LASAGNE, LOHILASAGNE;FI
8074;KALA, KESKIARVO, PAISTETTU;FI
8075;KALAPASTEIJA, TONNIKALA-, SAVUKALA-, LOHIPASTEIJA, PIIRAKKA;FI
8077;KALAMUREKE, KERMAINEN;FI
8078;KIRJOLOHIFILEE, KERMAINEN, LEIVITETTY;FI
8088;KIRJOLOHIFILEE, LEIVITETTY, UUNISSA PAISTETTU;FI
8089;KIRJOLOHIFILEE, VÄHÄRASVAINEN, UUNISSA PAISTETTU;FI
8092;PERUNALAATIKKO, KALA-PERUNALAATIKKO, KIRJOLOHI, RUOKAKERMA;FI
8093;ATERIASALAATTI, SAVUKALASALAATTI, PERUNA-OMENA-PURJO, EI KASTIKETTA;FI
8095;SMETANALOHI;FI
8096;KALA, KESKIARVO, FRITEERATTU;FI
8097;KALA-KASVISRUUKKU;FI
8098;HAUDUTETTU KAMPELA, VOI;FI
8100;JUUSTOSILAKAT, TUOREJUUSTO;FI
8111;MUSTEKALA, FRITEERATTU;FI
8500;KANANMUNA, PAISTETTU;FI
8501;KANANMUNAN KELTUAINEN, PAISTETTU;FI
8502;KANANMUNAN VALKUAINEN, PAISTETTU;FI
8503;MUNAKAS, RANSKALAINEN, TÄYTTEETÖN;FI
8504;MUNAKAS, JUUSTOMUNAKAS;FI
8505;MUNAKAS, PINAATTIMUNAKAS;FI
8506;MUNAKOKKELI, KEVYTMAITO;FI
8509;MUNAVOI;FI
8512;PINAATTI-MUNALAATIKKO, KEVYTMAITO;FI
8513;KANANMUNA, KEITETTY;FI
8514;MUNAKASRULLA, LOHITÄYTE;FI
8515;MUNAKASRULLA, KINKKUTÄYTE;FI
11001;VAALEA JUURIKASVIS KESKIARVO;FI
11002;TUMMANVIHREÄ LEHTIKASVIS KESKIARVO;FI
11004;MÄTI KESKIARVO;FI
11005;NELJÄN VILJAN HIUTALE;FI
11006;SEKALEIPÄ, RUISSIHTILEIPÄ, VESI, RUISSIHTI-, HIIVALEIPÄJAUHO;FI
11007;RUUSUNMARJA;FI
11012;MANSIKKAHILLO, KOTITEKOINEN, SOKERIA 54 G/100 G;FI
11013;APPELSIINIMARMELADI;FI
11014;PALMUÖLJY;FI
11030;JAUHO, RUISSIHTIJAUHO;FI
11041;HERNEKEITTO, SÄILYKE, LAIMENTAMATON, SIANLIHA;FI
11045;APPELSIINI, KUORITTU;FI
11046;MANDARIINI, KUORITTU;FI
11047;GREIPPI, KUORITTU;FI
11048;SITRUUNA, KUORITTU;FI
11049;BANAANI, KUORITTU;FI
11050;KIIVI, KUORITTU;FI
11051;PERSIKKA/NEKTARIINI, KUORITTU, KIVETÖN;FI
11052;KIRSIKKA, KIVETÖN;FI
11053;LUUMU, KIVETÖN;FI
11054;APRIKOOSI, KESKIARVO, KIVETÖN;FI
11055;VESIMELONI, KUORITTU;FI
11056;ANANAS, KUORITTU;FI
11057;AVOKADO, KUORITTU, KIVETÖN;FI
11059;TONNIKALA KESKIARVO;FI
11060;OMENA, KOTIMAINEN, KUORITTU;FI
11061;OMENA, ULKOMAINEN, KUORITTU;FI
11062;PÄÄRYNÄ, KUORITTU;FI
11063;LUUMU, KIVETÖN, KUIVATTU;FI
11064;HERKKUSIENI, SÄILYKE;FI
11065;RUUSUNMARJASOSE, SOKERITON;FI
11067;TONNIKALA, VEDESSÄ;FI
11068;VANUKAS, MAITOVANUKAS, TEOLLINEN;FI
11069;VIINI, ALKOHOLITON;FI
11070;HERNEKEITTO, SÄILYKE, LAIMENNETTU, SIANLIHA;FI
11071;ERIKOISHEDELMÄ, EKSOOTTINEN, KESKIARVO, MANGO/PAPAIJA, KUORITTU;FI
11074;ITU, SINIMAILASEN ITU;FI
11086;PÄHKINÄ, CASHEWPÄHKINÄ;FI
11089;KIKHERNE SUOLATTOMASSA VEDESSÄ, KAHVIHERNE;FI
11090;PAPU, VALKOINEN, TOMAATTIKASTIKE;FI
11092;HERAJAUHE;FI
11094;KARJALANPIIRAKKA, TEOLLINEN, TUMMA, LAKTOOSITON;FI
11095;MUNKKI, LEIPOMO, VESI;FI
11110;KASVISPIHVI/PYÖRYKKÄ, SISÄLTÄÄ SOIJAPROTEIINIA;FI
11120;PULLA, KORVAPUUSTI, LEIPOMO, VESI;FI
11123;PULLA, KESKIRASVAINEN, RASVATON MAITOJAUHE, LEIPOMO;FI
11124;PULLA, RUNSASRASVAINEN, KEVYTMAITO, LEIPOMO;FI
11126;SEKALEIPÄ, VESI, GRAHAM-, RUIS-, VEHNÄJAUHO;FI
11130;TUOREJUUSTO, RASVAA 6-11 %;FI
11131;JUUSTO, VALKOHOME/VALKOSINIHOMEJUUSTO RASVAA 40%, VIT CASTELLO/BLÅ CASTELLO/SAGA;FI
11132;TUOREJUUSTO-KASVIRASVAA, RASVAA 24-30 %;FI
11133;JUUSTO, PUOLIKOVA JUUSTO, RASVAA 15-18 %, KEVYT, TURUNMAA/EDAM 17/ADAM/MAGRE;FI
11134;BASILIKA, TUORE;FI
11135;BAMBUNVERSO;FI
11136;KERMA, VISPIKERMA, KEVYT, RASVAA 25 %;FI
11142;MEHUJÄÄ KESKIARVO;FI
11144;SALAATINKASTIKE, KOTITEKOINEN, JOGURTTIA;FI
11145;RASVATON MAITO, VL, D-VITAMIINIA 1 UG;FI
11146;JUUSTO, LEIPÄJUUSTO, RASVAA 17-23 %, VL;FI
11148;JÄÄTELÖ, KERMAJÄÄTELÖPUIKKO, SUKLAINEN, KESKIARVO;FI
11149;JÄÄTELÖ, MEHUJÄÄ-JÄÄTELÖPUIKKO, KESKIARVO;FI
11150;BROILERI, MARINOITU, ILMAN NAHKAA, RAAKA;FI
11152;KERMAVIILI, RASVAA 10-12%, VL;FI
11154;VIILI, MAUSTAMATON, KEVYTVIILI, VL;FI
11155;RAEJUUSTO, RASVAA 2-5 %, VL;FI
11156;RAHKA, MAITORAHKA, MAUSTAMATON, RASVAA <0,5 %, VL;FI
11157;JUUSTO, RASVAA 28 %, SISÄLTÄÄ KASVIRASVAA;FI
11158;NUPPUVIHANNES, KUKKAKAALI, PORKKANA, PARSAKAALI;FI
11159;CREME FRAICHE, RANSKANKERMA, RASVAA 15-18 %;FI
11164;JÄLKIRUOKAKASTIKE, VANILLIINIKASTIKE, VISPAUTUVA;FI
11165;PIIMÄ, RASVATON, VL, D-VIT 1UG;FI
11172;JÄÄTELÖ, KASVIRASVAJÄÄTELÖPUIKKO, SUKLAAKUORRUTE;FI
11173;JÄÄTELÖ, KASVIRASVAJÄÄTELÖTUUTTI;FI
11177;MUSTAPIPPURI;FI
11178;VALKOPIPPURI;FI
11182;PAPRIKAJAUHE;FI
11188;VANILLIINISOKERI;FI
11191;OREGANO, KUIVATTU;FI
11194;TIMJAMI;FI
11196;AROMISUOLA/YRTTISUOLA SUOLAPITOISUUS 71 %;FI
11197;MAUSTEKASTIKE, RUSKEA, HP-KASTIKE;FI
11198;RYPÄLESOKERI, GLUKOOSI;FI
11203;HUNAJAMELONI, KUORITTU;FI
11210;KSYLITOLIPASTILLI, C-VITAMINOITU;FI
11211;JUUSTO, FETAJUUSTO, RASVAA 25 %, VUOHENMAITO, SUOLALIEMESSÄ;FI
11212;AURINGONKUKANSIEMEN;FI
11287;KASVIRASVALEVITE 28%, MINI LÄTTA;FI
11469;HEDELMÄSOSE, TEOLLINEN LASTENRUOKA, TUOTEKESKIARVO;FI
11470;MARJASOSE, TEOLLINEN LASTENRUOKA, TUOTEKESKIARVO;FI
11471;PORKKANA-PERUNASOSE, TEOLLINEN LASTENRUOKA, TUOTEKESKIARVO;FI
11472;NAUDANLIHA-KASVISSOSE, TEOLLINEN LASTENRUOKA, TUOTEKESKIARVO;FI
11473;PORSAANLIHA-KASVISSOSE, TEOLLINEN LASTENRUOKA, TUOTEKESKIARVO;FI
11474;KANA-KASVISSOSE KESKIARVO, TEOLLINEN LASTENRUOKA, TUOTEKESKIARVO;FI
11475;KALA-KASVISSOSE, TEOLLINEN LASTENRUOKA, TUOTEKESKIARVO;FI
11476;JAUHELIHAA JA SPAGETTIA, , TEOLLINEN LASTENRUOKA, TUOTEKESKIARVO;FI
11503;TÄYSMEHU, RYPÄLETÄYSMEHU;FI
11505;BANAANILASTU, KUIVATTU BANAANI;FI
11507;RIISITÄRKKELYS;FI
11508;SIANLIHA, KEITETTY, SUOLATON;FI
11511;PERUNA, KUORITTU, KEITETTY, SUOLATON;FI
11512;SIANKYLJYS, RASVAA  8,6 %;FI
11513;PORSAANFILEE, ULKO/SISÄFILEE, RASVAA 4,5 %;FI
11514;PERUNASOSE, VESI, KOTITEKOINEN LASTENRUOKA, SUOLATON;FI
11515;PERUNASOSE, MAITO, KOTITEKOINEN LASTENRUOKA, SUOLATON;FI
11516;PERUNA-PORKKANASOSE, VESI, KOTITEKOINEN LASTENRUOKA, SUOLATON;FI
11517;NAUDANLIHA-PERUNASOSE, KOTITEKOINEN LASTENRUOKA, SUOLATON;FI
11518;PORSAANLIHA-PERUNASOSE, KOTITEKOINEN LASTENRUOKA, SUOLATON;FI
11519;KALA-KASVISSOSE, KOTITEKOINEN LASTENRUOKA, SUOLATON;FI
11520;KANA-KASVISSOSE, KOTITEKOINEN LASTENRUOKA, SUOLATON;FI
11521;RIISI PITKÄJYVÄINEN, PUUROUTUMATON;FI
11522;RUIS-RIISISEOS, RIISI JA RUISROUHE;FI
11523;SALAATTI, PUNAJUURISALAATTI, MAJONEESIA;FI
11550;TUOREJUUSTO, RASVAA 30 %, VL;FI
11551;KALKKUNAN RINTAFILEE;FI
11552;KASSLERPAISTI/PIKNIKPAISTI, MARINOITU, RAAKA;FI
11553;HEDELMÄHILLO, KESKIARVO;FI
11557;TÄYSMEHU, SITRUUNATÄYSMEHU, LAIMENTAMATON;FI
11558;TÄYSMEHU, APPELSIINITÄYSMEHU, KALSIUMIA;FI
11562;JAUHELIHA, NAUDAN, RASVAA 17 %;FI
11563;BROILERI, KOIPI-REISI, NAHKOINEEN, RAAKA;FI
11564;BROILERI, RINTALEIKE, NAHKOINEEN;FI
11565;BROILERI, RINTAFILEE, NAHATON;FI
11567;BROILERIN NAHKA;FI
11568;RASVASEOS 60%, D-VITAMIINIA 10 UG;FI
11571;TUOREJUUSTO, RASVAA 13 %;FI
11572;RASVATON MAITO, KALSIUM, D-VITAMIINIA 0,5 UG;FI
11580;PÄHKINÄVÄLIPALA, MAKEA, PATUKKA/LEVY;FI
11581;JOGURTTI, SOIJAJOGURTTI, MAUSTETTU, RASVAA 1 %, VITAMINOITU;FI
11587;MARJAJUOMA, RUUSUNMARJA, PRO VIVA, KAURAA JA PROBIOOTTEJA;FI
11680;PERUNA, KUORITTU, SUURTALOUSTUOTE, SUOJAKAASUPAKATTU;FI
11685;PAISTOÖLJY, PALMUÖLJY 50%, PALMUYDINÖLJY 25%, RYPSIÖLJY 25%;FI
11687;RIISIJUOMA, MAUSTAMATON;FI
11689;PARSA, PUHDISTETTU;FI
11690;MAJONEESI, VÄHÄRASVAINEN, RASVAA 15 %;FI
11691;MÄTI, KESKIARVO, SUOLATTU;FI
11695;RYPSIÖLJY, KYLMÄPURISTETTU;FI
11700;SOIJAPROTEIINI KONSENTRAATTI, 58 % PROTEIINIA;FI
11701;PALMUYDINÖLJY;FI
11723;JOGURTTI, MAUSTETTU, RASVAA 3 %;FI
11726;VIILI, MAUSTETTU, RASVAA 1 %, VL;FI
11727;JOGURTTI, MAUSTETTU, RASVAA 2,5 %;FI
11730;SEKALEIPÄ, GRAHAMSÄMPYLÄ, VESI;FI
11733;VAALEA LEIPÄ, VEHNÄSÄMPYLÄ, VESI;FI
11734;SIITAKESIENI;FI
11735;OSTERIVINOKAS;FI
11736;JOGURTTI, MAUSTAMATON, RASVAA 1,5 %;FI
11739;KASVIRASVALEVITE 35%, BECEL PRO-ACTIV;FI
28905;JAUHO, VEHNÄJAUHO, DURUM;FI
28908;OHRASUURIMO, KEITETTY, SUOLAA;FI
28909;MAKARONI, RUISMAKARONI;FI
28910;RIISI TUMMA;FI
28911;RIISI, TUMMA, KEITETTY, SUOLAA;FI
28912;MAKARONI, RUISMAKARONI, KEITETTY, SUOLAA;FI
28913;PERUNA, PUNNITTU KUORINEEN;FI
28914;PERUNA, KUORINEEN, KEITETTY, SUOLAA;FI
28915;MELONI, VERKKO/CANTALOUPEMELONI, PUNNITTU KUORINEEN;FI
28916;OMENA, KESKIARVO, PUNNITTU KUORINEEN;FI
28917;PÄÄRYNÄ, PUNNITTU KUORINEEN;FI
28918;LUUMU, TUMMA, PUNNITTU KIVINEEN;FI
28919;LUUMU, TUMMA, PUNNITTU KIVINEEN, KUIVATTU;FI
28920;KIRSIKKA, PUNNITTU KIVINEEN;FI
28921;APRIKOOSI, KESKIARVO, PUNNITTU KIVINEEN;FI
28922;PERSIKKA/NEKTARIINI, KESKIARVO, PUNNITTU KIVINEEN;FI
28923;ANANAS, TUORE, PUNNITTU KUORINEEN;FI
28924;APPELSIINI, PUNNITTU KUORINEEN;FI
28925;SITRUUNA, KESKIARVO, PUNNITTU KUORINEEN;FI
28926;GREIPPI, KESKIARVO, PUNNITTU KUORINEEN;FI
28927;MAKKARA, KASVISMAKKARA, SOIJAPITOINEN;FI
28928;VIININLEHTI, SÄILÖTTY SUOLALIEMEEN;FI
28929;JAUHELIHA, LAMPAAN, RASVAA 14 %;FI
28930;JAUHELIHA, BROILERIN, RASVAA 6-8 %;FI
28931;VESIMELONI, PUNNITTU KUORINEEN;FI
28932;VIINIRYPÄLE, KESKIARVO, PUNNITTU KIVINEEN, VIHREÄ/TUMMA;FI
28933;AVOKADO, PUNNITTU KUORINEEN JA KIVINEEN;FI
28934;BANAANI, PUNNITTU KUORINEEN;FI
28935;MANDARIINI, KESKIARVO, PUNNITTU KUORINEEN;FI
28936;VIIKUNA, PUNNITTU KUORINEEN;FI
28937;TAATELI, KUIVATTU, PUNNITTU KIVINEEN;FI
28938;OLIIVI, KESKIARVO, KIVETÖN, ÖLJYSSÄ, VIHREÄ/MUSTA;FI
28939;KIIVI, KESKIARVO, PUNNITTU KUORINEEN;FI
28941;OMENA, KOTIMAINEN, KESKIARVO, KUORINEEN;FI
28942;OMENA, ULKOMAINEN, KESKIARVO, KUORINEEN;FI
28943;MAISSINTÄHKÄ, KOKONAINEN, KEITETTY, EI SUOLAA;FI
28944;HUNAJAMELONI, PUNNITTU KUORINEEN;FI
28945;JAUHELIHA, KALKKUNAN, RASVAA 5-6 %;FI
28946;JAUHELIHA, SIAN, RASVAA 16 %;FI
28947;PEKONI, FILEE, RASVAA 18 G;FI
28948;PORKKANA-RIISIPIIRAKKA, SEKAKUORI, TEOLLINEN;FI
28949;KARJALANPIIRAKKA, VEHNÄKUORI;FI
28950;PERUNARUUSU, DUCHESSE;FI
28951;PERUNAKROKETTI, UPPOPAISTETTU;FI
28952;UUNIPERUNA, ILMAN TÄYTETTÄ KUORINEEN, EI RASVAA, EI SUOLAA;FI
28953;PERUNA, UUSI, KEITETTY, SUOLAA;FI
28954;PERUNA, UUSI, KEITETTY, SUOLATON;FI
28955;PERUNA, KUORINEEN, KEITETTY, SUOLATON;FI
28956;PERUNALAATIKKO, IMELLETTY, KEVYTMAITO;FI
28957;PERUNAMOUSSAKA, SIKA-NAUTA, KEVYTMAITO;FI
28958;MAISSI, GRILLATTU;FI
28959;VIININLEHTIKÄÄRYLE, RIISITÄYTE;FI
28961;SOIJA-KASVISKASTIKE, TOMAATTINEN, SOIJAROUHE, SUURUSTAMATON;FI
28962;MAISSINTÄHKÄ, KOKONAINEN;FI
28963;PERUNA-KASVISPATA;FI
28966;KIKHERNEPYÖRYKKÄ, FALAFEL, UPPOPAISTETTU;FI
28967;SALAATTI, AURINKOSALAATTI, MAJONEESIKASTIKE;FI
28968;ATERIASALAATTI, WALDORFIN SALAATTI, JUURISELLERI-OMENA, MAJONEESIKASTIKE;FI
28969;NUUDELI, KEITETTY, SUOLATON;FI
28970;RIISIPUURO, VESI, RIISI, SUOLAA;FI
28971;DONITSI, SUKLAAKUORRUTUS;FI
28973;DONITSI, SITRUUNAKUORRUTUS;FI
28974;PULLA, KESKIRASVAINEN, VESI;FI
28975;PANNUKAKKU, VESI;FI
28976;RAPARPERI-KAURAHIUTALEPAISTOS;FI
28977;MARENKI;FI
28978;PERUNALAATIKKO, BROILERI-PERUNALAATIKKO, RUOANVALMISTUSKERMA;FI
28979;PERUNALAATIKKO, BROILERI-PERUNALAATIKKO, KASVIRASVAKERMA;FI
28980;PYTTIPANNU, BROILERIPYTTIPANNU, EI KANANMUNAA;FI
28981;BROILERIMUREKE;FI
28982;MAKARONILAATIKKO, LIHA-MAKARONILAATIKKO, SIKA-NAUTA, LIHALIEMI;FI
28983;RIIMILIHA;FI
28984;TARTARPIHVI;FI
28985;MÄTIKASTIKE, RANSKANKERMA;FI
28986;RAPU, KEITETTY;FI
28987;HUMMERI, KEITETTY;FI
28988;KALAKASTIKE, SIMPUKKAKASTIKE, MAITOPOHJAINEN;FI
28989;GRAAVILOHI, MAUSTEINEN, LOHICARPACCIO;FI
28990;VALKOSIPULIETANA;FI
28991;ERIKOISKAHVIJUOMA, CAFE AU LAIT, MAKEUTTAMATON, TÄYSMAITO;FI
28992;TÄYSMAITO, KEITETTY;FI
28993;ERIKOISKAHVIJUOMA, CAFFE LATTE, MAKEUTTAMATON, TÄYSMAITO;FI
28994;PULLA, KESKIRASVAINEN, VESI, ÖLJY;FI
28996;PULLA, KESKIRASVAINEN, KEVYTMAITO, ÖLJY;FI
28998;PULLA, KESKIRASVAINEN, VESI, VOI;FI
29000;PULLA, KESKIRASVAINEN, KEVYTMAITO, VOI;FI
29002;SEKALEIPÄ, SÄMPYLÄ, VESI, ÖLJY, SÄMPYLÄJAUHO;FI
29003;SEKALEIPÄ, SÄMPYLÄ, RASVATON MAITO, ÖLJY, SÄMPYLÄJAUHO;FI
29005;SEKALEIPÄ, SÄMPYLÄ, VESI, VOI, SÄMPYLÄJAUHO;FI
29006;SEKALEIPÄ, SÄMPYLÄ, KEVYTMAITO, VOI, SÄMPYLÄJAUHO;FI
29007;SEKALEIPÄ, SÄMPYLÄ, TILAMAITO, VOI, SÄMPYLÄJAUHO;FI
29008;KASVISLIEMIKUUTIO;FI
29009;KANALIEMIKUUTIO, SISÄLTÄÄ VEHNÄÄ;FI
29010;KALALIEMIKUUTIO;FI
29011;AHVENET FOLIOSSA, VOISSA;FI
29012;PUNAJUURI-RIISILAATIKKO, KEVYTMAITO;FI
29013;SIMPUKKAKEITTO, KUOHUKERMA;FI
29014;KOOKOSMAITO;FI
29015;PIRTELÖ, MARJA-JOGURTTIJUOMA, JÄÄTELÖÄ;FI
29016;PIRTELÖ, HEDELMÄ-JOGURTTIJUOMA, JÄÄTELÖÄ;FI
29017;JUUSTOFONDUE;FI
29018;JAUHELIHAPIHVI, BROILERI;FI
29019;JAUHELIHAPIHVI, LAMPAANLIHA;FI
29020;JAUHELIHAPIHVI, SIANLIHA;FI
29021;JAUHELIHAPIHVI, KALKKUNA;FI
29022;PAPU, VIHREÄ PAPU, KEITETTY;FI
29023;ATERIASALAATTI, PASTA-MÄTI-KATKARAPUSALAATTI, AVOKADOA, ÖLJYKASTIKE;FI
29024;KALAKEITTO, KOOKOSMAITO, KALA-KOOKOSMAITOKEITTO;FI
29025;SIENI-OHRAKEITTO;FI
29026;KASVISLIEMI, LAIMENNETTU;FI
29027;KURKKUKEITTO, KYLMÄ;FI
29028;MUNAKOISONYYTTI, JUUSTO- JA TOMAATTITÄYTE;FI
29029;RISOTTO, AVOKADO-PESTORISOTTO;FI
29030;KASVIS-KOOKOSMAITOKEITTO;FI
29031;NUUDELIKEITTO;FI
29032;KASVISGRATIINI, KERMAINEN;FI
29033;JUUSTO-KASVISKEITTO;FI
29034;KASVISSOSEKEITTO, HERNE-PORKKANA-MAISSI, KASVIRASVAKERMA;FI
29035;HERNESOSEKEITTO, VESI, VALKOVIINI;FI
29036;JUURESSOSEKEITTO, KASVIRASVAKERMA;FI
29037;JUURESSOSEKEITTO, VESI;FI
29038;PASTA-VIHANNESKEITTO, VESI;FI
29039;KATKARAPU-PORKKANAKEITTO, KASVIRASVAKERMA;FI
29040;OSTERIKEITTO, KUOHUKERMA;FI
29041;ATERIASALAATTI, TONNIKALASALAATTI, KASVIKSET, EI KASTIKETTA;FI
29042;PERUNALAATIKKO, KINKKU-PERUNALAATIKKO, KASVIRASVAKERMA;FI
29043;PERUNALAATIKKO, JANSSONINKIUSAUS, KASVIRASVAKERMA;FI
29044;MAITOKASTIKE, VALKOKASTIKE, KEVYTMAITO, RASVA-JAUHOSUURUS, VOI;FI
29045;MAITOKASTIKE, VALKOKASTIKE, KEVYTMAITO, RASVA-JAUHOSUURUS, ÖLJY;FI
29046;RUSKEA KASTIKE, RASVA-JAUHOSUURUS, VOI;FI
29047;RUSKEA KASTIKE, RASVA-JAUHOSUURUS, ÖLJY;FI
29048;WOK-KASVIKSET, PORKKANA, HERKKUSIENI, SIPULI, PAPRIKA, HERNE;FI
29049;WOK-KASVIKSET, VIHREÄ PAPU, PORKKANA, PAPRIKA, MAISSI, PALSTERNAKKA;FI
29050;PEKONI, FILEE, RASVAA 18 G, PAISTETTU;FI
29053;VAALEA LEIPÄ, PATONKI, VALKOSIPULI/YRTTIVOI;FI
29054;PAAHTOLEIPÄ, KAURAPAAHTOLEIPÄ, VESI, VEHNÄJAUHO, KAURAHIUTALE;FI
29055;NUUDELI, RIISINUUDELI;FI
29056;NUUDELI, RIISINUUDELI, KEITETTY, SUOLATON;FI
29060;JUUSTO, SALAATTIJUUSTO, RASVAA 12-15 %, LEHMÄNMAITO, SUOLALIEMESSÄ;FI
29064;KEVYTMAITO, LAKTOOSITON MAITOJUOMA, RASVAA 1,5 %, D-VITAMIINIA 1 UG;FI
29065;RUOANVALMISTUSKERMA, RASVAA 15 %;FI
29066;KERMA, KUOHUKERMA, RASVAA 35 %;FI
29070;ENERGIAJUOMA, VITAMINOITU;FI
29071;KAAKAOJUOMA, KYLMÄ, RASVATON MAITO, SOKEROITU;FI
29073;SIENI-KASVISMUHENNOS, KASVIRASVAKERMA;FI
29074;HAMPURILAINEN, KASVISPIHVI JA VEHNÄSÄMPYLÄ;FI
29077;MARJAPIIRAKKA, TUOREJUUSTOTÄYTE, POHJASSA ÖLJY;FI
29078;KEBABLIHA;FI
29079;WOK-KASVIKSET, PAPRIKA, SIPULI, MAISSI, VIHREÄ PAPU, VALKOINEN/RUSKEA PAPU;FI
29080;KAKKU, JÄÄTELÖKAKKU, KINUSKIKUORRUTUS;FI
29086;KALKKUNA-KASVISWOKKI;FI
29087;SALAATTI, JÄÄVUORISALAATTI-PORKKANA-KESÄKURPITSA;FI
29089;JOGURTTI, JUOTAVA, RASVAA 0,1 %;FI
29090;RASVATON MAITO, KEITETTY;FI
